age,gender,honesty_humility,emotionality,extraversion,agreeableness,conscientiousness,openness,relationship_dishonesty,had_relationship_dishonesty,in_relationship,relationship_length_months,study_id
41,0,2.01,2.26,3.96,3.2,4.5,2.87,2.7,1,1,35,3
18,0,3.28,3.13,2.95,3.12,3.31,2.59,2.3,0,1,45,3
40,1,2.87,2.8,4.14,3.7,3.74,3.58,2.66,1,0,0,3
36,0,3.26,3.3,3.12,2.55,3.52,3.34,2.22,0,0,0,3
18,0,5.0,3.44,3.39,2.61,4.61,3.82,1.0,0,1,10,3
31,0,4.52,2.53,4.57,2.26,3.83,2.2,1.0,0,1,23,3
35,1,2.46,3.18,2.87,2.76,3.85,3.04,2.16,0,1,98,3
37,1,3.76,4.18,3.97,3.25,3.58,4.78,1.0,0,0,0,3
33,0,3.92,2.28,4.15,2.02,3.46,3.84,1.25,0,1,15,3
34,1,3.18,2.6,3.7,2.83,2.7,3.2,1.74,0,1,47,3
46,1,3.52,3.8,3.42,3.47,2.82,2.73,1.42,0,1,38,3
44,1,3.58,3.25,4.88,3.04,3.71,4.15,1.78,0,1,2,3
18,1,2.52,3.31,3.49,3.15,3.63,4.44,2.16,0,0,0,3
28,0,2.73,3.92,3.63,2.2,3.71,2.62,2.15,0,1,17,3
30,1,3.51,2.64,3.28,3.04,4.18,2.68,1.45,0,1,80,3
18,1,3.46,2.84,3.6,3.12,3.66,3.59,1.72,0,1,29,3
32,1,2.94,2.75,4.13,3.0,3.38,3.65,2.33,0,1,22,3
44,0,2.88,2.96,3.32,3.19,3.47,3.73,1.52,0,1,112,3
21,0,3.34,4.14,2.13,2.91,3.75,4.65,2.05,0,1,31,3
35,0,3.98,2.01,3.83,2.83,3.36,2.74,1.45,0,1,13,3
22,1,3.35,2.36,2.8,2.48,4.26,3.43,2.03,0,1,61,3
25,1,4.45,2.24,3.98,3.68,3.59,3.89,1.01,0,1,90,3
46,1,2.95,4.18,3.5,2.36,3.76,3.88,2.32,0,1,8,3
26,1,3.53,2.77,4.11,3.19,3.09,2.96,1.47,0,1,5,3
36,0,3.17,2.97,2.88,4.19,4.26,2.99,2.19,0,0,0,3
18,0,3.78,2.07,3.15,3.76,4.49,3.09,2.05,0,1,74,3
50,1,2.89,3.02,3.28,3.41,2.75,4.56,1.94,0,1,5,3
38,1,4.65,3.81,2.54,3.25,3.85,2.73,1.0,0,1,15,3
30,1,2.3,3.38,4.22,3.02,3.53,3.18,2.98,1,1,46,3
37,1,4.52,3.12,2.44,2.56,3.78,3.93,1.0,0,1,13,3
18,1,3.46,2.1,4.21,2.95,3.88,2.66,1.37,0,1,1,3
43,1,3.76,2.97,3.78,3.44,2.21,3.58,1.7,0,0,0,3
28,0,4.27,3.3,3.37,3.33,4.07,2.11,1.0,0,1,50,3
29,1,3.96,2.51,3.72,3.57,4.29,3.53,1.94,0,1,25,3
27,1,2.93,3.66,3.71,3.83,4.36,3.44,1.92,0,1,57,3
26,0,3.79,3.82,3.24,3.0,3.01,3.51,1.06,0,1,2,3
38,0,4.61,2.83,3.69,3.22,3.58,2.81,1.0,0,1,142,3
34,0,2.82,3.71,3.98,1.96,3.27,3.55,2.46,0,1,173,3
38,0,4.78,3.12,2.89,4.45,2.41,3.37,1.0,0,1,17,3
31,1,3.65,4.0,3.73,2.85,3.22,4.28,1.85,0,1,10,3
37,0,3.12,4.62,1.79,3.49,2.93,3.83,1.73,0,1,16,3
27,1,2.82,2.43,2.25,2.85,3.81,2.41,2.81,1,1,19,3
54,0,3.25,3.74,3.87,2.84,2.59,2.83,1.07,0,1,115,3
18,0,2.13,4.11,3.23,2.96,2.99,2.98,2.41,0,0,0,3
44,0,3.13,2.52,2.95,2.35,3.28,3.52,2.02,0,1,4,3
45,0,3.23,2.8,3.47,1.61,4.08,3.29,1.57,0,1,25,3
23,1,2.7,2.79,3.24,3.8,5.0,3.28,2.19,0,1,48,3
54,0,3.89,3.11,2.86,3.43,3.79,5.0,1.0,0,1,54,3
41,0,3.26,2.95,2.43,2.55,2.96,3.05,1.79,0,1,81,3
41,0,2.99,3.06,2.22,3.37,3.18,4.35,2.34,0,1,44,3
32,0,3.19,3.79,3.98,3.59,4.01,3.3,1.68,0,1,19,3
29,1,3.63,1.87,3.23,2.68,2.77,1.92,1.16,0,1,88,3
29,1,3.45,2.52,4.13,3.35,4.28,3.53,1.51,0,1,54,3
35,0,2.94,3.67,3.22,3.7,3.77,4.16,2.7,1,1,15,3
46,1,3.48,3.59,3.73,2.24,3.52,3.83,2.26,0,1,44,3
33,1,3.37,2.46,3.42,3.42,2.56,3.57,1.56,0,1,21,3
22,1,2.66,3.59,3.53,3.32,4.17,3.42,2.63,1,1,25,3
40,1,3.21,4.13,3.56,4.23,3.13,3.06,1.92,0,1,2,3
41,0,3.78,3.17,3.21,3.43,3.7,4.01,2.12,0,1,1,3
38,1,3.77,2.49,2.7,2.85,3.5,3.1,1.58,0,1,15,3
39,1,3.25,3.81,4.0,2.92,2.62,2.96,1.8,0,1,35,3
29,1,3.84,4.41,4.54,4.31,3.46,3.68,2.23,0,1,85,3
22,1,2.76,2.58,4.58,2.89,2.85,3.2,1.83,0,1,4,3
23,1,2.78,3.23,3.14,3.45,3.2,4.27,2.44,0,0,0,3
18,0,3.24,3.96,3.02,2.96,3.87,3.72,2.59,1,1,1,3
34,1,4.37,3.28,3.14,3.75,4.04,2.87,1.34,0,1,11,3
31,1,3.51,1.98,3.39,3.78,3.59,2.62,1.31,0,0,0,3
27,1,3.22,3.51,3.47,3.09,3.05,3.01,1.52,0,1,119,3
18,1,4.4,2.51,2.85,2.86,3.2,4.99,1.0,0,1,1,3
19,1,3.21,2.31,2.54,2.84,3.19,3.24,2.67,1,1,9,3
43,1,4.85,1.99,3.53,2.06,2.28,3.92,1.0,0,1,19,3
25,1,3.07,4.03,1.21,3.16,3.65,2.51,2.4,0,1,74,3
35,0,2.74,2.62,3.43,3.15,2.57,2.66,1.59,0,1,3,3
18,1,3.29,3.43,2.89,2.61,3.65,3.27,3.15,1,1,3,3
46,1,3.24,3.61,4.01,2.0,2.7,4.56,1.23,0,1,12,3
30,1,2.87,3.31,4.18,3.22,2.85,2.52,2.23,0,1,16,3
34,0,5.0,3.41,4.2,3.3,4.01,2.97,1.11,0,1,54,3
55,1,3.61,3.47,3.27,3.34,3.62,4.01,1.26,0,1,25,3
47,1,3.7,3.3,2.76,2.51,2.43,4.48,1.82,0,0,0,3
28,1,3.1,2.67,2.97,3.34,3.25,3.7,1.88,0,1,12,3
26,0,3.02,2.61,3.69,2.99,3.76,3.86,2.28,0,1,27,3
28,1,4.07,3.13,2.43,3.62,3.22,2.79,1.78,0,1,31,4
37,0,2.31,3.11,4.41,2.52,3.39,2.5,2.44,0,1,67,4
30,0,2.66,3.5,3.29,3.79,3.75,2.62,3.12,1,1,16,4
28,1,3.24,3.97,3.83,4.01,3.63,2.81,2.08,0,1,19,4
46,1,4.28,3.44,2.34,3.17,2.98,3.55,2.05,0,1,27,4
30,0,3.16,2.63,2.9,3.34,3.61,2.57,1.56,0,0,0,4
54,1,3.67,1.67,2.26,3.57,3.42,3.57,1.24,0,1,46,4
32,1,3.42,2.66,4.16,2.48,4.67,3.19,1.65,0,1,13,4
49,0,4.24,2.26,3.4,2.81,3.54,3.02,1.0,0,1,34,4
35,0,2.37,2.69,3.87,3.21,3.68,4.0,3.07,1,0,0,4
41,1,3.88,3.37,3.54,4.32,3.76,2.75,1.36,0,1,12,4
24,1,3.27,3.26,3.8,2.38,3.4,4.38,1.31,0,1,153,4
23,1,4.0,4.5,3.28,4.08,3.15,3.96,1.0,0,0,0,4
36,1,2.87,3.54,3.37,2.98,3.89,2.73,1.77,0,1,1,4
41,1,3.42,4.54,3.44,3.08,3.89,4.22,2.23,0,1,6,4
32,1,3.33,3.7,3.76,3.83,4.89,2.65,2.06,0,1,100,4
19,1,2.75,3.96,3.78,4.31,4.06,4.28,2.23,0,1,43,4
18,0,2.57,2.95,5.0,3.35,4.07,3.63,2.26,0,1,4,4
18,0,3.02,2.45,4.59,3.8,4.04,2.33,1.96,0,1,67,4
18,0,3.48,2.89,2.34,2.55,3.17,2.52,2.61,1,1,46,4
33,1,2.91,3.19,3.41,2.78,2.82,3.12,2.06,0,1,29,4
43,1,3.19,2.76,3.24,2.29,2.98,3.99,2.38,0,1,6,4
31,1,2.17,2.5,4.33,2.79,4.03,3.28,2.6,1,1,165,4
18,0,3.16,3.49,3.29,3.44,4.48,3.27,2.81,1,1,47,4
30,1,4.07,2.5,3.8,3.23,4.06,3.43,1.0,0,1,40,4
30,0,3.86,2.13,1.98,4.14,3.5,2.04,1.82,0,1,1,4
52,0,3.34,2.41,2.52,4.33,4.64,3.96,1.45,0,1,16,4
18,0,3.56,3.04,4.86,3.02,3.32,4.31,2.76,1,1,10,4
28,1,2.86,2.51,3.53,2.69,2.89,3.94,2.56,1,1,24,4
49,0,4.46,3.04,2.85,3.8,3.76,3.11,1.0,0,1,6,4
36,1,4.74,3.62,3.66,3.86,4.4,2.8,1.0,0,1,36,4
37,1,3.51,3.6,2.82,3.36,3.08,2.66,2.03,0,1,51,4
33,1,5.0,2.74,3.32,3.52,2.54,2.63,1.0,0,1,23,4
35,0,2.96,2.29,2.56,3.43,3.62,4.94,2.42,0,1,83,4
39,1,2.59,2.8,2.99,2.51,4.08,3.35,2.51,1,0,0,4
23,1,2.94,3.66,3.23,2.37,1.76,4.02,1.99,0,1,18,4
40,1,3.26,3.82,4.23,3.07,4.21,3.98,2.44,0,1,15,4
18,1,4.9,3.45,3.8,2.98,2.75,3.5,1.0,0,1,10,4
35,1,3.22,4.04,3.92,3.27,4.05,2.77,1.95,0,1,4,4
33,1,2.84,4.41,3.48,3.02,2.36,3.75,1.92,0,1,61,4
25,1,2.82,2.86,4.03,2.08,2.69,2.66,1.89,0,1,22,4
31,1,4.14,4.24,2.93,1.83,3.98,3.81,1.0,0,1,31,4
25,0,4.05,3.02,3.02,3.54,4.35,2.69,1.0,0,1,46,4
21,1,3.08,3.91,3.76,2.7,3.59,3.1,2.31,0,1,4,4
28,0,2.18,3.7,3.32,2.96,5.0,3.1,2.02,0,0,0,4
20,1,2.67,1.82,3.49,2.77,2.97,4.35,2.58,1,1,1,4
35,1,4.52,2.52,3.39,2.55,2.96,1.74,1.0,0,1,12,4
20,0,3.85,2.35,4.31,2.54,3.41,4.98,1.44,0,1,18,4
39,1,3.44,1.95,4.35,3.71,3.38,2.85,1.66,0,1,1,4
20,1,4.61,3.82,3.09,2.96,3.78,3.32,1.0,0,1,4,4
26,0,4.67,4.65,2.36,3.48,3.14,3.68,1.37,0,1,13,4
25,0,3.38,3.02,3.04,3.56,3.95,3.62,1.61,0,1,37,4
45,1,3.39,3.8,2.92,3.29,3.94,3.97,2.14,0,1,7,4
35,1,3.02,4.24,4.04,3.58,4.6,3.82,2.44,0,1,12,4
29,1,3.22,3.35,4.1,3.11,3.3,4.79,1.79,0,1,12,4
36,0,2.43,3.18,2.83,3.92,3.81,3.9,1.93,0,1,33,4
18,0,2.43,3.03,3.01,3.59,3.98,3.32,2.11,0,1,12,4
31,0,2.28,3.58,2.54,3.67,3.6,3.02,3.32,1,1,10,4
51,1,4.1,3.81,3.59,2.54,3.47,3.01,1.47,0,1,4,4
33,1,2.39,3.52,3.47,3.26,2.32,4.28,2.66,1,1,48,4
32,1,4.67,3.5,4.01,2.0,3.65,4.59,1.0,0,1,6,4
37,0,2.93,3.16,3.82,3.94,3.97,4.08,3.02,1,1,28,4
40,1,4.53,2.08,3.9,2.73,3.56,1.25,1.0,0,0,0,4
18,1,3.16,3.83,2.5,2.81,3.11,1.87,2.04,0,1,58,4
18,0,2.38,2.3,3.09,2.28,2.56,3.39,2.85,1,1,25,4
34,1,4.23,3.63,4.12,3.08,3.88,3.29,1.0,0,0,0,4
24,0,4.31,3.73,3.15,2.94,3.62,3.41,1.0,0,1,22,4
45,1,2.81,2.4,2.44,4.19,4.46,4.25,2.02,0,1,31,4
28,0,3.18,2.77,4.03,3.62,2.7,4.22,2.39,0,1,13,4
18,1,2.81,4.69,3.12,2.79,3.31,3.52,2.03,0,1,9,4
19,1,3.32,3.14,4.19,2.1,2.78,2.36,1.13,0,1,127,4
18,1,3.47,2.35,3.49,1.73,4.24,2.56,1.0,0,1,117,4
29,1,3.17,3.76,3.32,2.48,4.37,3.45,1.58,0,1,62,4
30,1,2.22,2.66,4.39,2.3,4.79,3.68,1.98,0,1,4,4
27,0,3.02,1.86,2.65,3.31,3.92,2.57,2.47,0,1,12,4
42,1,3.86,3.56,4.43,3.01,4.09,3.85,1.82,0,1,19,4
43,1,3.26,2.56,3.08,3.11,3.87,2.21,1.9,0,1,1,4
30,0,3.19,3.42,3.61,2.53,3.96,1.59,1.82,0,1,57,4
18,1,2.79,2.63,3.61,3.19,3.63,2.8,2.64,1,1,52,4
38,0,3.0,3.7,3.22,2.25,3.98,4.33,2.45,0,1,6,4
37,0,4.32,3.33,3.0,3.05,4.93,4.44,1.0,0,1,22,4
35,1,2.66,1.39,3.26,3.6,3.74,2.32,1.95,0,1,10,4
41,0,3.87,3.47,2.84,2.88,3.61,2.37,1.76,0,1,3,4
20,1,3.43,3.0,4.78,3.37,3.72,3.92,1.89,0,1,11,4
52,0,3.56,4.19,3.19,1.91,3.51,3.1,1.96,0,1,11,4
22,0,2.92,3.48,4.25,1.87,3.75,4.33,1.72,0,1,18,4
39,0,3.17,3.73,4.17,3.3,3.49,3.91,1.59,0,1,47,4
18,0,3.4,2.7,3.74,3.73,4.31,4.02,2.01,0,1,5,4
22,1,3.06,2.65,3.41,2.96,4.25,2.84,1.71,0,1,29,4
47,1,3.62,3.18,3.63,4.39,4.94,3.7,1.0,0,0,0,4
29,1,3.7,2.95,3.87,2.23,3.59,4.77,1.21,0,1,4,4
40,1,4.81,4.14,3.57,2.69,3.78,3.5,1.0,0,1,30,4
34,1,3.58,3.09,2.48,3.18,3.75,3.37,2.49,0,1,18,4
30,0,2.16,2.34,2.32,3.38,3.72,3.1,2.35,0,1,40,4
45,0,4.16,2.62,4.48,2.75,4.3,2.31,1.14,0,1,119,4
29,1,3.27,3.88,1.79,2.46,2.59,2.65,2.91,1,1,59,4
18,1,4.71,3.08,3.63,3.47,3.89,2.79,1.0,0,1,25,4
23,1,4.36,3.05,3.35,3.18,4.84,2.28,1.34,0,1,25,4
37,1,3.07,3.94,3.6,2.89,4.45,2.35,1.69,0,1,4,4
35,1,3.87,2.56,2.76,3.4,4.37,1.74,1.6,0,1,12,4
18,0,3.01,1.64,3.73,3.02,4.12,2.87,3.26,1,1,4,4
24,0,3.4,2.6,3.63,3.02,3.23,3.86,2.18,0,1,22,4
26,0,3.84,3.37,5.0,2.99,3.14,3.18,1.5,0,1,51,4
28,1,4.12,3.03,3.58,2.61,3.14,3.19,1.0,0,1,127,4
18,1,3.98,2.11,4.38,2.55,2.89,3.92,1.23,0,0,0,4
25,1,3.45,3.91,2.53,2.78,4.19,4.55,1.46,0,1,6,4
24,0,5.0,3.31,4.16,3.12,4.51,4.95,1.0,0,1,56,4
39,1,3.16,3.47,3.65,1.98,3.87,3.5,1.0,0,1,66,4
40,1,2.36,3.49,3.68,3.67,4.1,3.21,2.2,0,1,32,4
30,1,2.48,2.29,3.68,3.11,3.78,3.12,2.5,1,1,24,4
28,1,4.36,3.41,4.61,2.46,3.95,3.8,1.57,0,0,0,4
33,0,3.35,3.84,3.67,4.07,2.29,3.29,1.45,0,1,6,4
23,0,3.5,4.0,2.99,3.13,3.8,3.3,1.8,0,1,7,4
20,1,3.05,3.7,3.1,2.3,3.34,3.34,1.21,0,1,59,4
22,1,3.11,3.56,4.03,4.04,3.58,2.76,1.61,0,1,15,4
25,0,2.89,1.98,3.79,3.91,3.74,1.81,1.0,0,1,7,4
20,0,3.71,3.19,2.51,2.55,3.16,2.94,2.65,1,1,13,4
33,0,3.34,2.53,3.83,2.91,2.93,4.39,1.93,0,0,0,4
39,1,3.68,4.1,2.8,2.83,3.14,4.36,1.64,0,1,34,4
18,0,3.62,3.99,3.78,1.97,2.7,4.04,1.87,0,1,18,4
32,0,3.12,2.53,2.98,3.29,2.88,3.06,3.27,1,1,72,4
29,1,2.45,3.17,3.32,3.61,2.97,2.86,2.32,0,1,18,4
35,1,2.4,3.37,3.15,3.49,2.71,4.5,2.09,0,1,17,4
31,0,5.0,3.83,4.49,3.12,3.93,2.66,1.5,0,1,20,4
18,0,4.36,2.03,3.76,3.67,3.04,3.43,1.0,0,1,20,4
19,0,4.27,1.65,4.32,2.42,2.44,4.55,1.73,0,1,1,4
32,0,2.96,3.23,5.0,4.19,3.35,3.48,2.1,0,1,115,4
42,0,3.41,1.43,3.53,2.64,2.91,3.2,1.99,0,1,62,4
18,0,2.87,3.31,4.48,2.7,4.5,4.19,1.49,0,1,12,4
35,1,2.55,3.61,3.05,2.75,3.68,3.45,3.76,1,1,1,4
43,1,3.02,4.07,4.32,2.71,2.69,3.53,1.89,0,1,128,4
30,1,4.26,2.76,2.98,2.98,3.95,4.43,1.0,0,1,38,4
37,1,3.95,3.31,3.49,2.96,3.65,1.67,1.61,0,1,6,4
24,0,2.77,3.66,3.85,3.18,3.45,3.64,1.96,0,1,21,4
30,1,3.2,2.38,3.95,2.61,4.58,2.88,2.15,0,0,0,4
18,1,3.89,3.84,2.67,3.2,3.0,3.26,1.0,0,1,14,4
18,1,3.03,3.39,2.94,2.45,4.24,3.48,2.15,0,1,9,4
41,0,3.45,2.78,3.9,3.54,3.35,2.94,1.44,0,1,64,4
22,0,3.66,3.3,3.26,3.53,3.59,3.56,1.18,0,1,75,4
27,1,3.65,3.1,2.59,3.1,3.14,3.66,1.11,0,1,16,4
18,1,3.57,3.75,3.45,2.71,3.17,3.54,2.09,0,1,30,4
18,0,2.98,2.95,3.42,3.29,3.33,3.48,1.94,0,0,0,4
30,1,3.04,3.36,3.61,2.57,2.42,3.32,1.98,0,1,83,4
24,1,2.66,2.77,3.84,3.12,3.81,3.33,2.59,1,1,34,4
35,1,2.39,2.54,3.8,3.01,3.67,3.45,3.16,1,1,13,4
36,0,3.33,3.32,3.0,4.68,2.67,2.76,1.37,0,1,39,4
35,1,3.93,2.57,3.23,2.36,4.01,4.26,1.47,0,0,0,4
34,1,2.5,3.76,4.1,1.5,4.5,3.34,2.05,0,1,33,4
47,0,3.58,3.61,3.15,2.72,3.19,3.13,1.53,0,1,70,4
21,1,3.91,2.66,3.24,2.07,3.11,3.67,1.9,0,1,46,4
31,1,2.21,3.35,2.52,2.66,4.29,3.32,1.56,0,1,22,4
43,1,3.22,2.66,3.48,2.32,3.85,4.24,1.46,0,1,4,4
44,0,4.47,2.08,3.72,2.56,3.52,4.01,1.0,0,0,0,4
18,1,3.76,2.78,2.22,2.46,4.11,3.46,1.68,0,0,0,4
28,1,2.18,3.16,2.8,3.68,3.77,4.04,3.37,1,1,52,4
45,0,3.83,3.56,2.58,3.07,4.49,3.56,1.0,0,1,11,4
37,0,2.91,3.3,4.01,3.75,3.59,2.62,2.88,1,1,92,4
33,0,3.85,3.84,2.26,3.12,3.86,4.01,1.68,0,1,8,4
29,0,2.95,2.51,3.45,3.66,4.28,2.11,2.02,0,1,114,4
28,1,3.37,2.94,3.97,2.92,2.08,1.01,1.07,0,1,36,4
34,1,3.05,4.35,3.62,4.06,4.3,3.87,1.77,0,1,68,4
29,0,3.4,1.85,3.21,3.38,3.29,3.7,2.29,0,1,32,4
31,1,3.03,2.88,3.73,2.63,3.91,3.66,2.09,0,1,9,4
32,0,3.25,2.45,4.17,3.47,4.63,4.34,1.81,0,1,48,4
25,1,2.64,3.06,3.43,3.12,3.41,3.38,1.9,0,1,3,4
37,1,3.72,2.9,2.04,2.98,3.32,3.14,1.89,0,1,13,4
61,1,3.51,3.62,4.25,3.16,3.57,3.94,1.62,0,1,79,4
18,1,2.35,3.38,3.76,3.55,2.7,2.91,2.5,1,1,30,4
35,1,4.05,2.29,3.48,1.83,4.96,3.24,1.21,0,1,14,4
24,0,3.29,2.79,2.21,2.89,3.57,3.57,1.55,0,1,39,4
37,0,3.51,3.2,3.31,3.51,4.62,3.63,1.28,0,1,17,4
32,1,3.9,3.72,2.93,3.25,3.39,3.17,1.0,0,1,57,4
39,0,3.61,4.9,2.71,2.42,3.62,3.07,1.3,0,1,25,4
43,0,4.16,3.69,3.41,1.68,4.19,2.64,1.0,0,1,4,4
33,0,3.21,2.49,3.15,4.12,2.92,2.86,2.17,0,1,18,4
43,1,4.07,3.13,3.19,2.99,3.54,4.64,1.0,0,1,12,4
18,1,3.48,3.33,3.98,4.01,4.16,3.22,1.52,0,1,26,4
47,1,3.73,2.84,3.67,3.58,3.47,3.53,1.5,0,1,22,4
35,1,3.66,3.53,3.18,2.62,3.3,2.39,1.17,0,1,31,4
42,0,4.21,1.61,3.1,1.6,4.29,5.0,1.0,0,1,86,4
19,0,3.87,3.59,3.2,2.82,4.47,2.81,1.51,0,1,11,4
23,1,3.11,2.87,3.34,3.08,4.57,2.6,2.96,1,1,3,4
33,1,2.98,3.12,3.88,3.37,3.18,3.36,2.57,1,1,48,4
31,0,3.37,4.23,2.82,2.43,3.24,2.79,2.44,0,1,15,4
34,1,2.91,2.32,4.45,3.21,3.31,3.65,1.52,0,1,36,4
42,1,2.72,3.39,3.88,3.21,4.05,2.37,2.23,0,1,31,4
18,0,2.02,3.76,1.72,3.69,2.86,4.17,2.78,1,1,3,4
41,0,2.39,3.32,3.56,2.92,2.89,4.04,3.3,1,1,34,4
32,1,4.69,2.07,4.18,3.37,3.16,3.32,1.21,0,1,99,4
29,1,2.97,4.15,3.75,3.27,3.02,2.27,2.04,0,1,10,4
18,1,4.64,3.05,3.23,3.63,4.15,2.85,1.0,0,0,0,4
37,1,3.66,2.83,3.46,2.61,4.11,3.44,1.0,0,1,22,4
18,1,3.37,2.98,3.62,1.26,3.3,2.58,2.12,0,0,0,4
38,1,2.42,2.93,4.0,2.96,3.48,2.69,2.4,0,0,0,4
18,0,3.4,2.37,2.58,2.96,2.03,4.11,1.72,0,0,0,4
32,1,4.63,3.32,3.11,2.41,3.32,3.51,1.1,0,1,47,4
30,1,4.41,2.78,4.57,2.2,4.37,3.48,1.54,0,1,24,4
43,1,3.58,3.67,3.52,2.76,3.28,3.76,1.25,0,1,9,4
30,0,2.65,3.56,4.49,3.03,2.92,3.29,2.68,1,1,28,4
25,1,2.78,4.34,5.0,3.16,4.45,3.36,3.08,1,1,58,4
26,1,2.85,3.05,3.18,1.73,2.91,3.71,2.93,1,0,0,4
44,0,4.23,2.64,2.72,2.05,4.56,3.95,1.0,0,1,2,4
37,0,4.46,2.17,3.33,3.78,5.0,3.74,1.08,0,1,7,4
28,0,3.53,4.74,4.21,2.99,3.53,4.39,2.05,0,1,35,4
29,1,3.2,3.66,4.31,3.1,4.37,3.42,1.95,0,1,67,4
18,1,4.41,2.72,4.98,2.3,2.57,2.48,1.0,0,1,70,4
35,0,2.76,4.39,3.48,3.1,2.54,4.14,1.43,0,1,27,4
18,1,3.43,4.15,3.82,2.87,3.11,3.23,1.32,0,1,11,4
39,0,3.7,2.25,3.04,2.73,4.11,2.88,1.19,0,1,91,4
33,1,2.84,2.67,1.87,2.22,3.6,3.88,1.6,0,1,127,4
55,1,2.99,3.11,3.47,2.58,3.48,3.65,2.16,0,1,62,4
20,1,2.94,2.45,2.75,4.28,2.8,2.53,2.58,1,1,7,4
30,1,4.32,3.13,3.92,2.89,3.52,3.86,1.0,0,1,26,4
49,0,4.64,3.7,2.28,3.57,3.2,4.67,1.0,0,0,0,4
43,1,3.47,2.24,3.02,2.98,3.03,3.62,1.66,0,1,15,4
25,1,3.23,3.41,3.67,2.91,2.98,3.23,2.05,0,1,49,4
34,1,3.01,4.02,3.74,2.72,3.72,2.26,2.2,0,0,0,4
32,1,3.4,3.48,3.47,3.91,3.15,4.79,1.42,0,1,33,4
34,1,3.04,3.15,4.71,3.32,3.6,3.05,1.47,0,1,29,4
25,1,3.34,2.73,4.52,2.63,2.5,2.44,2.27,0,1,61,4
31,0,3.67,3.78,3.06,2.86,3.91,3.48,1.74,0,1,21,4
18,1,3.14,2.38,4.55,3.75,3.75,4.09,1.65,0,1,20,4
33,0,3.28,3.37,4.65,1.4,3.46,4.24,1.13,0,1,35,4
36,0,3.28,3.22,3.42,3.29,3.7,2.94,1.99,0,1,185,4
29,0,3.19,3.99,3.53,3.42,4.18,3.33,1.5,0,1,46,4
18,0,3.11,2.79,3.47,2.65,2.7,3.4,2.2,0,1,3,4
41,1,3.9,2.85,3.08,3.19,3.64,4.06,1.46,0,1,21,4
35,1,2.25,2.33,3.15,3.4,2.79,3.8,3.74,1,1,22,4
24,1,4.42,3.51,4.36,2.36,3.65,3.58,1.0,0,0,0,4
29,0,3.49,2.9,3.78,3.61,3.44,4.02,2.71,1,1,65,4
18,1,3.8,2.6,3.14,3.28,3.58,2.47,1.5,0,1,28,4
21,1,3.87,2.66,2.9,3.01,4.13,3.69,1.07,0,1,118,4
26,0,2.94,3.58,3.01,3.16,4.11,3.55,1.62,0,0,0,4
44,1,2.81,2.43,3.39,3.52,4.27,3.37,1.81,0,1,2,4
25,1,2.73,2.49,4.09,4.49,3.35,3.23,2.53,1,0,0,4
38,0,3.24,3.83,2.94,3.47,4.04,3.49,1.97,0,1,2,4
26,1,3.85,3.08,4.09,3.59,3.91,3.01,1.0,0,1,114,4
34,1,3.02,3.87,3.63,3.22,3.37,5.0,2.59,1,1,33,4
30,0,3.8,2.95,3.59,4.24,3.67,4.32,2.2,0,0,0,4
40,1,1.86,3.2,4.17,2.22,3.52,4.14,2.09,0,1,19,4
26,1,3.15,3.31,4.05,2.06,4.46,3.04,2.49,0,1,45,4
18,1,4.16,4.17,2.59,3.19,4.1,2.75,2.01,0,1,63,4
18,1,3.29,4.11,2.8,3.5,3.39,3.26,1.0,0,1,68,4
26,1,2.86,4.01,3.35,1.56,3.35,3.48,1.98,0,1,18,4
19,1,2.97,2.76,3.73,3.1,4.19,2.42,1.7,0,1,68,4
36,1,1.43,2.51,4.39,2.99,4.43,3.73,3.84,1,0,0,4
27,1,2.74,3.73,3.54,3.55,3.8,4.14,2.1,0,0,0,4
55,1,4.09,4.16,4.61,3.36,4.01,1.88,1.0,0,1,90,4
18,0,3.02,4.01,3.04,2.02,4.41,2.79,2.29,0,0,0,4
34,1,3.1,3.21,3.15,2.45,3.49,4.23,2.8,1,0,0,4
20,1,1.88,3.71,3.3,2.62,3.65,3.65,2.97,1,0,0,4
27,1,2.34,3.72,2.97,3.54,3.9,2.81,2.39,0,1,29,4
33,1,4.17,3.3,4.25,3.32,3.33,3.9,1.02,0,1,105,4
18,1,3.8,3.33,1.7,2.73,4.65,3.0,1.79,0,1,41,4
34,0,2.56,3.27,3.17,3.19,3.33,3.24,1.79,0,1,103,4
51,0,2.99,2.65,4.25,2.47,3.64,2.63,2.1,0,1,12,4
27,0,3.38,2.72,3.3,4.33,4.79,3.41,1.33,0,1,7,4
34,0,2.62,2.71,4.2,3.44,2.45,4.09,1.8,0,1,1,4
42,1,2.1,2.08,4.93,3.57,3.73,3.08,1.85,0,1,70,4
30,0,3.3,3.3,3.55,3.93,3.19,3.84,1.6,0,0,0,4
26,0,3.77,3.17,4.26,3.71,3.6,3.37,2.02,0,1,19,4
18,0,3.78,3.73,5.0,3.12,2.85,4.13,1.0,0,1,21,4
38,1,3.97,4.08,3.76,2.99,3.37,3.09,1.6,0,1,9,4
30,1,2.39,4.13,3.47,3.87,3.62,4.46,2.26,0,1,13,4
21,1,3.44,4.19,4.09,3.12,3.75,3.86,1.22,0,1,13,4
33,0,3.23,2.67,4.27,2.65,4.16,3.57,2.09,0,1,19,4
26,0,3.34,2.2,3.47,4.28,2.16,3.59,2.48,0,1,22,4
